SKU,Processor,vCPUs (Qty.),Memory (GB),Max Temp Storage Disks (Qty.),Temp Disk Size (GiB),Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Remote Storage Disks (Qty.),Uncached Premium SSD IOPS,Uncached Premium SSD Throughput (MB/s),Uncached Premium SSD Burst1 IOPS,Uncached Premium SSD Burst1 Throughput (MB/s),Uncached Ultra Disk and Premium SSD v2 IOPS,Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Uncached Burst1 Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MB/s),Max NICs (Qty.),Max Network Bandwidth (Mb/s),Premium Storage,Premium Storage caching,Live Migration,Memory Preserving Updates,Generation 2 VMs,Generation 1 VMs,Accelerated Networking,Ephemeral OS Disk,Temporary local NVMe disks,Nested Virtualization,NVMe storage,Constrained core,Accelerators (Qty.),Accelerator-Memory (GB),Temp Disk Random Read (RR)1 Throughput (MBps),Temp Disk Random Write (RW)1 Throughput (MBps),Max Network Bandwidth (Mbps),VM Generation Support,Ephemeral OS Disks,Base CPU Performance of VM (%)1,Initial Credits (Qty.),Credits banked/hour (Qty.),Max Banked Credits (Qty.),Uncached Premium SSD Throughput (MBps),Uncached Premium SSD Burst1 Throughput (MBps),Local temporary storage,Temp Disk Size (GiB)1,Temp Disk Random Read (RR)2 IOPS3,Temp Disk Random Read (RR)2 Throughput (MBps)3,Uncached Ultra Disk and Premium SSD v2 Throughput (MBps),Uncached Burst1 Ultra Disk and Premium SSD v2 Throughput (MBps),Azure Disk Encryption for Linux VMs,Azure Disk Encryption for Windows VMs,"Temp Disk Random Read (RR)1,2 IOPS3","Temp Disk Random Read (RR)1,2 Throughput (MBps)3",Trusted Launch,Cores (Qty.),EPC Memory (GiB),Temp Disk Random Read (RR) IOPS,Temp Disk Random Read (RR) Throughput (MBps),EPC Memory (MiB),Accelerated Networking1,Temp Disk Random Write (RW)2 IOPS3,Temp Disk Random Write (RW)2 Throughput (MBps)3,Uncached Burst1  Ultra Disk and Premium SSD v2 IOPS,Uncached Burst1  Ultra Disk and Premium SSD v2 Throughput (MBps),Memory (GiB),Temp Disk Random Read1 IOPS,Temp Disk Sequential Read 1 Throughput (MBps),Temp Disk Random Write 1 IOPS,Temp Disk Sequential Write1 Throughput (MBps),Max Temp Storage (Qty.),Temp Storage Size (GiB),Temp ReadWrite Storage IOPS,Temp ReadWrite Storage Speed (MBps),Max Remote Storage (Qty.),Uncached Storage IOPS,Uncached Storage Speed (MBps),Uncached Storage Burst1 IOPS,Uncached Storage Burst1 Speed (MBps),Temp Disk Sequential Read1 Throughput (MBps),Temp Disk Random Write1 IOPS,Disk Cache Size (GiB),Cached Disk Random Read (RR)1 IOPS,Cached Disk Random Read (RR)1 Throughput (MBps),Accelerator Memory (GB),Hibernation,Uncached Disk IOPS,Uncached Disk Speed (MBps),Max Bandwidth (Mbps),Temp Disk Size (TB),Max Front-end NICs (Qty.),Max Front-end Bandwidth (Mbps),Max Scale-up NICS (Qty.),Max Scale-Up Bandwidth (Gbps)1,Max Scale-out NICS (Qty.),Max Scale-Out Bandwidth (TBps)2,Max Scale-Up Bandwidth (TBps)1,Max Scale-Out Bandwidth (Gbps)2,Max NVMe Disks (Qty.),NVMe Disk Size (TiB),Infiniband,NVMe Disk Size (GiB),L3 Cache (MB),Memory Bandwidth (GB/s),Base CPU Frequency (GHz),Single-core Frequency Peak (GHz),All-core Frequency Peak (GHz),Local Solid State Disks (Qty.),Local Solid State Disk Size (GiB),Backend NICs (Qty.),RDMA Performance (Gb/s),Backend Network,L3 Cache (GB),Memory Bandwidth (TB/s),Temp Disk Random Read (RR)2 Throughput (MB/s)3,Temp Disk Random Write (RW)2 Throughput (MB/s)3,Temp Disk Random Read (RR)1 IOPS,Temp Disk Random Read (RR)1 Throughput (MB/s),Temp Disk Random Write (RW)1 IOPS,Temp Disk Random Write (RW)1 Throughput (MB/s),Max Temp Disk Random Read (RR)1 IOPS,Max Temp Disk Random Read (RR)1 Throughput (MB/s),Max Temp Disk Cache Size (GiB),Max Temp Disk Burst2 IOPS,Max Temp Disk Burst2 Throughput (MB/s),Max Uncached Premium SSD IOPS,Max Uncached Premium SSD Throughput (MB/s),Max Uncached Premium SSD Burst1 IOPS,Max Uncached Premium SSD Burst1 Throughput (MB/s),Write Accelerator,Max Uncached Ultra Disk and Premium SSD v2 IOPS,Max Uncached Ultra Disk and Premium SSD v2 Throughput (MB/s),Max Temp Disk Sequential Read (SR)1 IOPS,Max Temp Disk Sequential Read (SR)1 Throughput (MB/s),Temp Disk Size (GB),Temp Disk Sequential Read1 Throughput (MB/s),Temp Disk Sequential Write1 Throughput (MB/s)
Standard_D64pls_v6,Azure Cobalt 100 [Arm64],64,,,,,,,,,"102,400",,"102,400",,"133,325",,"133,325",,8,,,,,,,,,,,,,,,,,,"40,000",,,,,,,"3,392","3,392",,,,,"3,969","3,969",,,,,,,,,,,,,,,,128,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D96pls_v6,Azure Cobalt 100 [Arm64],96,,,,,,,,,"153,600",,"153,600",,"199,987",,"199,987",,8,,,,,,,,,,,,,,,,,,"60,000",,,,,,,"5,000","5,000",,,,,"5,850","5,850",,,,,,,,,,,,,,,,192,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2ps_v5,Ampere Altra [Arm64],2,8,,,,,,,4,"3,750",,"10,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,85,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4ps_v5,Ampere Altra [Arm64],4,16,,,,,,,8,"6,400",,"20,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,145,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8ps_v5,Ampere Altra [Arm64],8,32,,,,,,,16,"12,800",,"20,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,290,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16ps_v5,Ampere Altra [Arm64],16,64,,,,,,,32,"25,600",,"40,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"12,500",Generation 2,Not supported,,,,,600,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32ps_v5,Ampere Altra [Arm64],32,128,,,,,,,32,"51,200",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"16,000",Generation 2,Not supported,,,,,865,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48ps_v5,Ampere Altra [Arm64],48,192,,,,,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"24,000",Generation 2,Not supported,,,,,"1,315","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64ps_v5,Ampere Altra [Arm64],64,208,,,,,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Not supported,,,,,,,"40,000",Generation 2,Not supported,,,,,"1,735","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2ps_v6,Azure Cobalt 100 [Arm64],2,,,,,,,,,"3,750",,"10,000",,"4,163",,"11,100",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,106,"1,250",,,,,124,"1,463",,,,,,,,,,,,,,,,8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4ps_v6,Azure Cobalt 100 [Arm64],4,,,,,,,,,"6,400",,"20,000",,"8,333",,"26,040",,2,,,,,,,,,,,,,,,,,,"12,500",,,,,,,212,"1,250",,,,,248,"1,463",,,,,,,,,,,,,,,,16,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8ps_v6,Azure Cobalt 100 [Arm64],8,,,,,,,,,"12,800",,"20,000",,"16,666",,"26,040",,4,,,,,,,,,,,,,,,,,,"15,000",,,,,,,424,"1,250",,,,,496,"1,463",,,,,,,,,,,,,,,,32,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16ps_v6,Azure Cobalt 100 [Arm64],16,,,,,,,,,"25,600",,"40,000",,"33,331",,"52,080",,8,,,,,,,,,,,,,,,,,,"15,000",,,,,,,848,"1,250",,,,,992,"1,463",,,,,,,,,,,,,,,,64,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32ps_v6,Azure Cobalt 100 [Arm64],32,,,,,,,,,"51,200",,"80,000",,"66,662",,"104,160",,8,,,,,,,,,,,,,,,,,,"20,000",,,,,,,"1,696",2000,,,,,1984,"2,340",,,,,,,,,,,,,,,,128,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48ps_v6,Azure Cobalt 100 [Arm64],48,,,,,,,,,"76,800",,"80,000",,"99,994",,"104,160",,8,,,,,,,,,,,,,,,,,,"30,000",,,,,,,"2,544","3,000",,,,,"2,976","3,510",,,,,,,,,,,,,,,,192,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64ps_v6,Azure Cobalt 100 [Arm64],64,,,,,,,,,"102,400",,"102,400",,"133,325",,"133,325",,8,,,,,,,,,,,,,,,,,,"40,000",,,,,,,"3,392","3,392",,,,,"3,969","3,969",,,,,,,,,,,,,,,,256,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D96ps_v6,Azure Cobalt 100 [Arm64],96,,,,,,,,,"153,600",,"153,600",,"199,987",,"199,987",,8,,,,,,,,,,,,,,,,,,"60,000",,,,,,,"5,000","5,000",,,,,"5,850","5,850",,,,,,,,,,,,,,,,384,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_DS1_v2,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],1,3.5,1,7,"4,000",,,,4,"3,200",,,,,,,,2,,Supported,Not Supported,Supported,Supported,,,Supported,,,Not Supported,,,,,32,,750,Generation 1,Not Supported,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_DS2_v2,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,7,1,14,"8,000",,,,8,"6,400",,,,,,,,2,,Supported,Not Supported,Supported,Supported,,,Supported,,,Not Supported,,,,,64,,"1,500",Generation 1,Not Supported,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_DS3_v2,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,14,1,28,"16,000",,,,16,"12,800",,,,,,,,4,,Supported,Not Supported,Supported,Supported,,,Supported,,,Not Supported,,,,,128,,"3,000",Generation 1,Not Supported,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_DS4_v2,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,28,1,56,"32,000",,,,32,"25,600",,,,,,,,8,,Supported,Not Supported,Supported,Supported,,,Supported,,,Not Supported,,,,,256,,"6,000",Generation 1,Not Supported,,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_DS5_v2,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,56,1,112,"64,000",,,,64,"51,200",,,,,,,,8,,Supported,Not Supported,Supported,Supported,,,Supported,,,Not Supported,,,,,512,,"12,000",Generation 1,Not Supported,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,8,1,16,,,,,4,"3,200",,"4,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"1,000",Generation 1 and 2,Supported,,,,,48,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,"4,000",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,16,1,32,,,,,8,"6,400",,"8,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,2000,Generation 1 and 2,Supported,,,,,96,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,"8,000",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,32,1,64,,,,,16,"12,800",,"16,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,2000,Generation 1 and 2,Supported,,,,,192,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,"16,000",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,64,1,128,,,,,32,"25,600",,"32,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,2000,Generation 1 and 2,Supported,,,,,384,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"32,000",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,128,1,256,,,,,32,"51,200",,"64,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"16,000",Generation 1 and 2,Supported,,,,,768,"1,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,"64,000",512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,192,1,384,,,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"24,000",Generation 1 and 2,Supported,,,,,"1,152",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,200","96,000",768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64s_v3,Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon 8171M (Skylake) [x86-64] Intel Xeon E5-2673 v4 (Broadwell) [x86-64] Intel Xeon E5-2673 v3 (Haswell) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,256,1,512,,,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"30,000",Generation 1 and 2,Supported,,,,,"1,200",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,600","128,000","1,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,8,,,,,,,4,"3,200",,"4,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"5,000",Generation 1 and 2,Not Supported,,,,,48,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,16,,,,,,,8,"6,400",,"8,000",,,,,,2,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"10,000",Generation 1 and 2,Not Supported,,,,,96,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,32,,,,,,,16,"12,800",,"16,000",,,,,,4,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"12,500",Generation 1 and 2,Not Supported,,,,,192,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,64,,,,,,,32,"25,600",,"32,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"12,500",Generation 1 and 2,Not Supported,,,,,384,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D32s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],32,128,,,,,,,32,"51,200",,"64,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"16,000",Generation 1 and 2,Not Supported,,,,,768,"1,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D48s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],48,192,,,,,,,32,"76,800",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"24,000",Generation 1 and 2,Not Supported,,,,,"1,152",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D64s_v4,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],64,256,,,,,,,32,"80,000",,"80,000",,,,,,8,,Supported,Supported,Supported,Supported,,,Supported,,,Supported,,,,,,,"30,000",Generation 1 and 2,Not Supported,,,,,"1,200",2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D2s_v5,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],2,8,,,,,,,4,"3,750",,"10,000",,,,,,2,,Supported,Supported,Supported,Supported,Supported,Supported,Required,Not Supported,,Supported,,,,,,,"12,500",,,,,,,85,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D4s_v5,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],4,16,,,,,,,8,"6,400",,"20,000",,,,,,2,,Supported,Supported,Supported,Supported,Supported,Supported,Required,Not Supported,,Supported,,,,,,,"12,500",,,,,,,145,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D8s_v5,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],8,32,,,,,,,16,"12,800",,"20,000",,,,,,4,,Supported,Supported,Supported,Supported,Supported,Supported,Required,Not Supported,,Supported,,,,,,,"12,500",,,,,,,290,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard_D16s_v5,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],16,64,,,,,,,32,"25,600",,"40,000",,,,,,8,,Supported,Supported,Supported,Supported,Supported,Supported,Required,Not Supported,,Supported,,,,,,,"12,500",,,,,,,600,"1,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
